section,strat,strat2,sampleid,del13Ctoc,measurement,value
Bonenburg,Triletes Beds,Event Beds,2800,-23.1,Na_Al,0.014286367590764936
Bonenburg,Triletes Beds,Event Beds,2800,-23.1,K_Al,0.14480647779717887
Bonenburg,Triletes Beds,Event Beds,2820,-23,height,28.09
Bonenburg,Triletes Beds,Event Beds,2820,-23,CaCO3,7.27
Bonenburg,Triletes Beds,Event Beds,2820,-23,TN,0.03
Bonenburg,Triletes Beds,Event Beds,2820,-23,TOCcfb,0.24
Bonenburg,Triletes Beds,Event Beds,2820,-23,Na_Al,0.024945855483564778
Bonenburg,Triletes Beds,Event Beds,2820,-23,K_Al,0.1500009935879862
Bonenburg,Triletes Beds,Event Beds,2890,-22.8,height,28.69
Bonenburg,Triletes Beds,Event Beds,2890,-22.8,CaCO3,3.78
Bonenburg,Triletes Beds,Event Beds,2890,-22.8,TN,0.02
Bonenburg,Triletes Beds,Event Beds,2890,-22.8,TOCcfb,0.09
Bonenburg,Triletes Beds,Event Beds,2890,-22.8,Na_Al,0.02376278645656645
Bonenburg,Triletes Beds,Event Beds,2890,-22.8,K_Al,0.13938735621139725
Bonenburg,Triletes Beds,Event Beds,2920,-24.2,height,28.93
Bonenburg,Triletes Beds,Event Beds,2920,-24.2,CaCO3,8.96
Bonenburg,Triletes Beds,Event Beds,2920,-24.2,TN,0.02
Bonenburg,Triletes Beds,Event Beds,2920,-24.2,TOCcfb,0.18
Bonenburg,Triletes Beds,Event Beds,2920,-24.2,Na_Al,0.01878544605012348
Bonenburg,Triletes Beds,Event Beds,2920,-24.2,K_Al,0.14065451399513726
Bonenburg,Triletes Beds,Event Beds,2950,-22.9,height,29.16
Bonenburg,Triletes Beds,Event Beds,2950,-22.9,CaCO3,3.97
Bonenburg,Triletes Beds,Event Beds,2950,-22.9,TN,0.02
Bonenburg,Triletes Beds,Event Beds,2950,-22.9,TOCcfb,0.12
Bonenburg,Triletes Beds,Event Beds,2950,-22.9,Na_Al,0.021808493290846512
Bonenburg,Triletes Beds,Event Beds,2950,-22.9,K_Al,0.15171687918692855
Bonenburg,Triletes Beds,Event Beds,2970,-22.6,height,29.39
Bonenburg,Triletes Beds,Event Beds,2970,-22.6,CaCO3,9.19
Bonenburg,Triletes Beds,Event Beds,2970,-22.6,TN,0.02
Bonenburg,Triletes Beds,Event Beds,2970,-22.6,TOCcfb,0.09
Bonenburg,Triletes Beds,Event Beds,2970,-22.6,Na_Al,0.023134311216305905
Bonenburg,Triletes Beds,Event Beds,2970,-22.6,K_Al,0.14843848323811137
Bonenburg,Psilonotenton Formation,Post-event Beds,3000,-27.5,height,29.72
Bonenburg,Psilonotenton Formation,Post-event Beds,3000,-27.5,CaCO3,8.22
Bonenburg,Psilonotenton Formation,Post-event Beds,3000,-27.5,TN,0.04
Bonenburg,Psilonotenton Formation,Post-event Beds,3000,-27.5,TOCcfb,0.72
Bonenburg,Psilonotenton Formation,Post-event Beds,3000,-27.5,Na_Al,0.011968971065346739
Bonenburg,Psilonotenton Formation,Post-event Beds,3000,-27.5,K_Al,0.13539388925658039
Bonenburg,Psilonotenton Formation,Post-event Beds,3020,-27.7,height,29.85
Bonenburg,Psilonotenton Formation,Post-event Beds,3020,-27.7,CaCO3,17
Bonenburg,Psilonotenton Formation,Post-event Beds,3020,-27.7,TN,0.04
Bonenburg,Psilonotenton Formation,Post-event Beds,3020,-27.7,TOCcfb,0.71
Bonenburg,Psilonotenton Formation,Post-event Beds,3020,-27.7,Na_Al,0.013424022449761437
Bonenburg,Psilonotenton Formation,Post-event Beds,3020,-27.7,K_Al,0.15484171192681417
Bonenburg,Psilonotenton Formation,Post-event Beds,3040,-28.8,height,30.02
Bonenburg,Psilonotenton Formation,Post-event Beds,3040,-28.8,CaCO3,10.66
Bonenburg,Psilonotenton Formation,Post-event Beds,3040,-28.8,TN,0.06
Bonenburg,Psilonotenton Formation,Post-event Beds,3040,-28.8,TOCcfb,1.46
Bonenburg,Psilonotenton Formation,Post-event Beds,3040,-28.8,Na_Al,0.011004307725751629
Bonenburg,Psilonotenton Formation,Post-event Beds,3040,-28.8,K_Al,0.17886467980234116
Bonenburg,Psilonotenton Formation,Post-event Beds,3060,-26.6,height,30.16
Bonenburg,Psilonotenton Formation,Post-event Beds,3060,-26.6,CaCO3,29.33
Bonenburg,Psilonotenton Formation,Post-event Beds,3060,-26.6,TN,0.03
Bonenburg,Psilonotenton Formation,Post-event Beds,3060,-26.6,TOCcfb,0.56
Bonenburg,Psilonotenton Formation,Post-event Beds,3060,-26.6,Na_Al,0.014915179327585935
Bonenburg,Psilonotenton Formation,Post-event Beds,3060,-26.6,K_Al,0.1911015717771769
Bonenburg,Psilonotenton Formation,Post-event Beds,3100,-28,height,30.56
Bonenburg,Psilonotenton Formation,Post-event Beds,3100,-28,CaCO3,92.64
Bonenburg,Psilonotenton Formation,Post-event Beds,3100,-28,TN,0.01
Bonenburg,Psilonotenton Formation,Post-event Beds,3100,-28,TOCcfb,2.29
Bonenburg,Psilonotenton Formation,Post-event Beds,3100,-28,Na_Al,0.03434574305708195
Bonenburg,Psilonotenton Formation,Post-event Beds,3100,-28,K_Al,0.1490838679478423
Bonenburg,Psilonotenton Formation,Post-event Beds,3125,-29.2,height,30.79
Bonenburg,Psilonotenton Formation,Post-event Beds,3125,-29.2,CaCO3,65.18
Bonenburg,Psilonotenton Formation,Post-event Beds,3125,-29.2,TN,0.04
Bonenburg,Psilonotenton Formation,Post-event Beds,3125,-29.2,TOCcfb,3.14
Bonenburg,Psilonotenton Formation,Post-event Beds,3125,-29.2,Na_Al,0.02348506214443711
Bonenburg,Psilonotenton Formation,Post-event Beds,3125,-29.2,K_Al,0.16428529428650432
Bonenburg,Psilonotenton Formation,Post-event Beds,3140,-28.6,height,30.97
Bonenburg,Psilonotenton Formation,Post-event Beds,3140,-28.6,CaCO3,31.17
Bonenburg,Psilonotenton Formation,Post-event Beds,3140,-28.6,TN,0.06
Bonenburg,Psilonotenton Formation,Post-event Beds,3140,-28.6,TOCcfb,3.75
Bonenburg,Psilonotenton Formation,Post-event Beds,3140,-28.6,Na_Al,0.01634383635130106
Bonenburg,Psilonotenton Formation,Post-event Beds,3140,-28.6,K_Al,0.17287964728852453
Bonenburg,Psilonotenton Formation,Post-event Beds,3170,-26.9,height,31.17
Bonenburg,Psilonotenton Formation,Post-event Beds,3170,-26.9,CaCO3,57.87
Bonenburg,Psilonotenton Formation,Post-event Beds,3170,-26.9,TN,0.02
Bonenburg,Psilonotenton Formation,Post-event Beds,3170,-26.9,TOCcfb,0.6
Bonenburg,Psilonotenton Formation,Post-event Beds,3170,-26.9,Na_Al,0.012091103423156396
Bonenburg,Psilonotenton Formation,Post-event Beds,3170,-26.9,K_Al,0.1590412320408336
Bonenburg,Psilonotenton Formation,Post-event Beds,3200,-26.9,height,31.55
Bonenburg,Psilonotenton Formation,Post-event Beds,3200,-26.9,CaCO3,12.82
Bonenburg,Psilonotenton Formation,Post-event Beds,3200,-26.9,TN,0.05
Bonenburg,Psilonotenton Formation,Post-event Beds,3200,-26.9,TOCcfb,1.06
Bonenburg,Psilonotenton Formation,Post-event Beds,3200,-26.9,Na_Al,0.00850172653251535
Bonenburg,Psilonotenton Formation,Post-event Beds,3200,-26.9,K_Al,0.15888908497281248
Bonenburg,Psilonotenton Formation,Post-event Beds,3220,-30,height,31.72
Bonenburg,Psilonotenton Formation,Post-event Beds,3220,-30,CaCO3,9.27
Bonenburg,Psilonotenton Formation,Post-event Beds,3220,-30,TN,0.11
Bonenburg,Psilonotenton Formation,Post-event Beds,3220,-30,TOCcfb,5.47
Bonenburg,Psilonotenton Formation,Post-event Beds,3220,-30,Na_Al,0.016852311260008208
Bonenburg,Psilonotenton Formation,Post-event Beds,3220,-30,K_Al,0.21266286698580086
Bonenburg,Psilonotenton Formation,Post-event Beds,3300,-26.3,height,32.53
Bonenburg,Psilonotenton Formation,Post-event Beds,3300,-26.3,CaCO3,52.74
Bonenburg,Psilonotenton Formation,Post-event Beds,3300,-26.3,TN,0.04
Bonenburg,Psilonotenton Formation,Post-event Beds,3300,-26.3,TOCcfb,0.88
Bonenburg,Psilonotenton Formation,Post-event Beds,3300,-26.3,Na_Al,0.01732351075247554
Bonenburg,Psilonotenton Formation,Post-event Beds,3300,-26.3,K_Al,0.17044383733218227
Bonenburg,Psilonotenton Formation,Post-event Beds,3315,-26.1,height,32.67
Bonenburg,Psilonotenton Formation,Post-event Beds,3315,-26.1,CaCO3,60.21
Bonenburg,Psilonotenton Formation,Post-event Beds,3315,-26.1,TN,0.02
Bonenburg,Psilonotenton Formation,Post-event Beds,3315,-26.1,TOCcfb,0.5
Bonenburg,Psilonotenton Formation,Post-event Beds,3315,-26.1,Na_Al,0.01930993998542607
Bonenburg,Psilonotenton Formation,Post-event Beds,3315,-26.1,K_Al,0.18010535966224178
Bonenburg,Psilonotenton Formation,Post-event Beds,3375,-26.2,height,33.36
Bonenburg,Psilonotenton Formation,Post-event Beds,3375,-26.2,CaCO3,80.94
Bonenburg,Psilonotenton Formation,Post-event Beds,3375,-26.2,TN,0.01
Bonenburg,Psilonotenton Formation,Post-event Beds,3375,-26.2,TOCcfb,0.89
Bonenburg,Psilonotenton Formation,Post-event Beds,3375,-26.2,Na_Al,0.017885707705197387
Bonenburg,Psilonotenton Formation,Post-event Beds,3375,-26.2,K_Al,0.18232726903398208
Bonenburg,Psilonotenton Formation,Post-event Beds,3400,-25.4,height,33.58
Bonenburg,Psilonotenton Formation,Post-event Beds,3400,-25.4,CaCO3,49.41
Bonenburg,Psilonotenton Formation,Post-event Beds,3400,-25.4,TN,0.03
Bonenburg,Psilonotenton Formation,Post-event Beds,3400,-25.4,TOCcfb,0.42
Bonenburg,Psilonotenton Formation,Post-event Beds,3400,-25.4,Na_Al,0.01755449089584188
Bonenburg,Psilonotenton Formation,Post-event Beds,3400,-25.4,K_Al,0.18087504068643936
Bonenburg,Psilonotenton Formation,Post-event Beds,3450,-26,height,33.9
Bonenburg,Psilonotenton Formation,Post-event Beds,3450,-26,CaCO3,80.66
Bonenburg,Psilonotenton Formation,Post-event Beds,3450,-26,TN,0.01
Bonenburg,Psilonotenton Formation,Post-event Beds,3450,-26,TOCcfb,0.44
Bonenburg,Psilonotenton Formation,Post-event Beds,3450,-26,Na_Al,0.01512674215492758
Bonenburg,Psilonotenton Formation,Post-event Beds,3450,-26,K_Al,0.17244130180427406
Bonenburg,Psilonotenton Formation,Post-event Beds,3500,-25.8,height,34.17
Bonenburg,Psilonotenton Formation,Post-event Beds,3500,-25.8,CaCO3,68.55
Bonenburg,Psilonotenton Formation,Post-event Beds,3500,-25.8,TN,0.02
Bonenburg,Psilonotenton Formation,Post-event Beds,3500,-25.8,TOCcfb,0.49
Bonenburg,Psilonotenton Formation,Post-event Beds,3500,-25.8,Na_Al,0.017425413756901865
Bonenburg,Psilonotenton Formation,Post-event Beds,3500,-25.8,K_Al,0.17114083949805783
Bonenburg,Psilonotenton Formation,Post-event Beds,3530,-25.4,height,34.34
Bonenburg,Psilonotenton Formation,Post-event Beds,3530,-25.4,CaCO3,66.6
Bonenburg,Psilonotenton Formation,Post-event Beds,3530,-25.4,TN,0.02
Bonenburg,Psilonotenton Formation,Post-event Beds,3530,-25.4,TOCcfb,0.34
Bonenburg,Psilonotenton Formation,Post-event Beds,3530,-25.4,Na_Al,0.02004356050047618
Bonenburg,Psilonotenton Formation,Post-event Beds,3530,-25.4,K_Al,0.1876528288099706
Bonenburg,Psilonotenton Formation,Post-event Beds,3550,-27.5,height,34.44
Bonenburg,Psilonotenton Formation,Post-event Beds,3550,-27.5,CaCO3,7.72
Bonenburg,Psilonotenton Formation,Post-event Beds,3550,-27.5,TN,0.05
Bonenburg,Psilonotenton Formation,Post-event Beds,3550,-27.5,TOCcfb,1.11
Bonenburg,Psilonotenton Formation,Post-event Beds,3550,-27.5,Na_Al,0.00927173814921226
Bonenburg,Psilonotenton Formation,Post-event Beds,3550,-27.5,K_Al,0.15268953839187888
