section,strat,strat2,sampleid,height,measurement,value
Bonenburg,Triletes Beds,Event Beds,2800,27.88,CaCO3,12.24
Bonenburg,Triletes Beds,Event Beds,2800,27.88,TN,0.22
Bonenburg,Triletes Beds,Event Beds,2800,27.88,del13Ctoc,-23.1
Bonenburg,Triletes Beds,Event Beds,2800,27.88,TOCcfb,0.19
Bonenburg,Triletes Beds,Event Beds,2800,27.88,Na_Al,0.014286367590764936
Bonenburg,Triletes Beds,Event Beds,2800,27.88,K_Al,0.14480647779717887
Bonenburg,Triletes Beds,Event Beds,2820,28.09,CaCO3,7.27
Bonenburg,Triletes Beds,Event Beds,2820,28.09,TN,0.03
Bonenburg,Triletes Beds,Event Beds,2820,28.09,del13Ctoc,-23
Bonenburg,Triletes Beds,Event Beds,2820,28.09,TOCcfb,0.24
Bonenburg,Triletes Beds,Event Beds,2820,28.09,Na_Al,0.024945855483564778
Bonenburg,Triletes Beds,Event Beds,2820,28.09,K_Al,0.1500009935879862
Bonenburg,Triletes Beds,Event Beds,2890,28.69,CaCO3,3.78
Bonenburg,Triletes Beds,Event Beds,2890,28.69,TN,0.02
Bonenburg,Triletes Beds,Event Beds,2890,28.69,del13Ctoc,-22.8
Bonenburg,Triletes Beds,Event Beds,2890,28.69,TOCcfb,0.09
Bonenburg,Triletes Beds,Event Beds,2890,28.69,Na_Al,0.02376278645656645
Bonenburg,Triletes Beds,Event Beds,2890,28.69,K_Al,0.13938735621139725
Bonenburg,Triletes Beds,Event Beds,2920,28.93,CaCO3,8.96
Bonenburg,Triletes Beds,Event Beds,2920,28.93,TN,0.02
Bonenburg,Triletes Beds,Event Beds,2920,28.93,del13Ctoc,-24.2
Bonenburg,Triletes Beds,Event Beds,2920,28.93,TOCcfb,0.18
Bonenburg,Triletes Beds,Event Beds,2920,28.93,Na_Al,0.01878544605012348
Bonenburg,Triletes Beds,Event Beds,2920,28.93,K_Al,0.14065451399513726
Bonenburg,Triletes Beds,Event Beds,2950,29.16,CaCO3,3.97
Bonenburg,Triletes Beds,Event Beds,2950,29.16,TN,0.02
Bonenburg,Triletes Beds,Event Beds,2950,29.16,del13Ctoc,-22.9
Bonenburg,Triletes Beds,Event Beds,2950,29.16,TOCcfb,0.12
Bonenburg,Triletes Beds,Event Beds,2950,29.16,Na_Al,0.021808493290846512
Bonenburg,Triletes Beds,Event Beds,2950,29.16,K_Al,0.15171687918692855
Bonenburg,Triletes Beds,Event Beds,2970,29.39,CaCO3,9.19
Bonenburg,Triletes Beds,Event Beds,2970,29.39,TN,0.02
Bonenburg,Triletes Beds,Event Beds,2970,29.39,del13Ctoc,-22.6
Bonenburg,Triletes Beds,Event Beds,2970,29.39,TOCcfb,0.09
Bonenburg,Triletes Beds,Event Beds,2970,29.39,Na_Al,0.023134311216305905
Bonenburg,Triletes Beds,Event Beds,2970,29.39,K_Al,0.14843848323811137
Bonenburg,Psilonotenton Formation,Post-event Beds,3000,29.72,CaCO3,8.22
Bonenburg,Psilonotenton Formation,Post-event Beds,3000,29.72,TN,0.04
Bonenburg,Psilonotenton Formation,Post-event Beds,3000,29.72,del13Ctoc,-27.5
Bonenburg,Psilonotenton Formation,Post-event Beds,3000,29.72,TOCcfb,0.72
Bonenburg,Psilonotenton Formation,Post-event Beds,3000,29.72,Na_Al,0.011968971065346739
Bonenburg,Psilonotenton Formation,Post-event Beds,3000,29.72,K_Al,0.13539388925658039
Bonenburg,Psilonotenton Formation,Post-event Beds,3020,29.85,CaCO3,17
Bonenburg,Psilonotenton Formation,Post-event Beds,3020,29.85,TN,0.04
Bonenburg,Psilonotenton Formation,Post-event Beds,3020,29.85,del13Ctoc,-27.7
Bonenburg,Psilonotenton Formation,Post-event Beds,3020,29.85,TOCcfb,0.71
Bonenburg,Psilonotenton Formation,Post-event Beds,3020,29.85,Na_Al,0.013424022449761437
Bonenburg,Psilonotenton Formation,Post-event Beds,3020,29.85,K_Al,0.15484171192681417
Bonenburg,Psilonotenton Formation,Post-event Beds,3040,30.02,CaCO3,10.66
Bonenburg,Psilonotenton Formation,Post-event Beds,3040,30.02,TN,0.06
Bonenburg,Psilonotenton Formation,Post-event Beds,3040,30.02,del13Ctoc,-28.8
Bonenburg,Psilonotenton Formation,Post-event Beds,3040,30.02,TOCcfb,1.46
Bonenburg,Psilonotenton Formation,Post-event Beds,3040,30.02,Na_Al,0.011004307725751629
Bonenburg,Psilonotenton Formation,Post-event Beds,3040,30.02,K_Al,0.17886467980234116
Bonenburg,Psilonotenton Formation,Post-event Beds,3060,30.16,CaCO3,29.33
Bonenburg,Psilonotenton Formation,Post-event Beds,3060,30.16,TN,0.03
Bonenburg,Psilonotenton Formation,Post-event Beds,3060,30.16,del13Ctoc,-26.6
Bonenburg,Psilonotenton Formation,Post-event Beds,3060,30.16,TOCcfb,0.56
Bonenburg,Psilonotenton Formation,Post-event Beds,3060,30.16,Na_Al,0.014915179327585935
Bonenburg,Psilonotenton Formation,Post-event Beds,3060,30.16,K_Al,0.1911015717771769
Bonenburg,Psilonotenton Formation,Post-event Beds,3100,30.56,CaCO3,92.64
Bonenburg,Psilonotenton Formation,Post-event Beds,3100,30.56,TN,0.01
Bonenburg,Psilonotenton Formation,Post-event Beds,3100,30.56,del13Ctoc,-28
Bonenburg,Psilonotenton Formation,Post-event Beds,3100,30.56,TOCcfb,2.29
Bonenburg,Psilonotenton Formation,Post-event Beds,3100,30.56,Na_Al,0.03434574305708195
Bonenburg,Psilonotenton Formation,Post-event Beds,3100,30.56,K_Al,0.1490838679478423
Bonenburg,Psilonotenton Formation,Post-event Beds,3125,30.79,CaCO3,65.18
Bonenburg,Psilonotenton Formation,Post-event Beds,3125,30.79,TN,0.04
Bonenburg,Psilonotenton Formation,Post-event Beds,3125,30.79,del13Ctoc,-29.2
Bonenburg,Psilonotenton Formation,Post-event Beds,3125,30.79,TOCcfb,3.14
Bonenburg,Psilonotenton Formation,Post-event Beds,3125,30.79,Na_Al,0.02348506214443711
Bonenburg,Psilonotenton Formation,Post-event Beds,3125,30.79,K_Al,0.16428529428650432
Bonenburg,Psilonotenton Formation,Post-event Beds,3140,30.97,CaCO3,31.17
Bonenburg,Psilonotenton Formation,Post-event Beds,3140,30.97,TN,0.06
Bonenburg,Psilonotenton Formation,Post-event Beds,3140,30.97,del13Ctoc,-28.6
Bonenburg,Psilonotenton Formation,Post-event Beds,3140,30.97,TOCcfb,3.75
Bonenburg,Psilonotenton Formation,Post-event Beds,3140,30.97,Na_Al,0.01634383635130106
Bonenburg,Psilonotenton Formation,Post-event Beds,3140,30.97,K_Al,0.17287964728852453
Bonenburg,Psilonotenton Formation,Post-event Beds,3170,31.17,CaCO3,57.87
Bonenburg,Psilonotenton Formation,Post-event Beds,3170,31.17,TN,0.02
Bonenburg,Psilonotenton Formation,Post-event Beds,3170,31.17,del13Ctoc,-26.9
Bonenburg,Psilonotenton Formation,Post-event Beds,3170,31.17,TOCcfb,0.6
Bonenburg,Psilonotenton Formation,Post-event Beds,3170,31.17,Na_Al,0.012091103423156396
Bonenburg,Psilonotenton Formation,Post-event Beds,3170,31.17,K_Al,0.1590412320408336
Bonenburg,Psilonotenton Formation,Post-event Beds,3200,31.55,CaCO3,12.82
Bonenburg,Psilonotenton Formation,Post-event Beds,3200,31.55,TN,0.05
Bonenburg,Psilonotenton Formation,Post-event Beds,3200,31.55,del13Ctoc,-26.9
Bonenburg,Psilonotenton Formation,Post-event Beds,3200,31.55,TOCcfb,1.06
Bonenburg,Psilonotenton Formation,Post-event Beds,3200,31.55,Na_Al,0.00850172653251535
Bonenburg,Psilonotenton Formation,Post-event Beds,3200,31.55,K_Al,0.15888908497281248
Bonenburg,Psilonotenton Formation,Post-event Beds,3220,31.72,CaCO3,9.27
Bonenburg,Psilonotenton Formation,Post-event Beds,3220,31.72,TN,0.11
Bonenburg,Psilonotenton Formation,Post-event Beds,3220,31.72,del13Ctoc,-30
Bonenburg,Psilonotenton Formation,Post-event Beds,3220,31.72,TOCcfb,5.47
Bonenburg,Psilonotenton Formation,Post-event Beds,3220,31.72,Na_Al,0.016852311260008208
Bonenburg,Psilonotenton Formation,Post-event Beds,3220,31.72,K_Al,0.21266286698580086
Bonenburg,Psilonotenton Formation,Post-event Beds,3300,32.53,CaCO3,52.74
Bonenburg,Psilonotenton Formation,Post-event Beds,3300,32.53,TN,0.04
Bonenburg,Psilonotenton Formation,Post-event Beds,3300,32.53,del13Ctoc,-26.3
Bonenburg,Psilonotenton Formation,Post-event Beds,3300,32.53,TOCcfb,0.88
Bonenburg,Psilonotenton Formation,Post-event Beds,3300,32.53,Na_Al,0.01732351075247554
Bonenburg,Psilonotenton Formation,Post-event Beds,3300,32.53,K_Al,0.17044383733218227
Bonenburg,Psilonotenton Formation,Post-event Beds,3315,32.67,CaCO3,60.21
Bonenburg,Psilonotenton Formation,Post-event Beds,3315,32.67,TN,0.02
Bonenburg,Psilonotenton Formation,Post-event Beds,3315,32.67,del13Ctoc,-26.1
Bonenburg,Psilonotenton Formation,Post-event Beds,3315,32.67,TOCcfb,0.5
Bonenburg,Psilonotenton Formation,Post-event Beds,3315,32.67,Na_Al,0.01930993998542607
Bonenburg,Psilonotenton Formation,Post-event Beds,3315,32.67,K_Al,0.18010535966224178
Bonenburg,Psilonotenton Formation,Post-event Beds,3375,33.36,CaCO3,80.94
Bonenburg,Psilonotenton Formation,Post-event Beds,3375,33.36,TN,0.01
Bonenburg,Psilonotenton Formation,Post-event Beds,3375,33.36,del13Ctoc,-26.2
Bonenburg,Psilonotenton Formation,Post-event Beds,3375,33.36,TOCcfb,0.89
Bonenburg,Psilonotenton Formation,Post-event Beds,3375,33.36,Na_Al,0.017885707705197387
Bonenburg,Psilonotenton Formation,Post-event Beds,3375,33.36,K_Al,0.18232726903398208
Bonenburg,Psilonotenton Formation,Post-event Beds,3400,33.58,CaCO3,49.41
Bonenburg,Psilonotenton Formation,Post-event Beds,3400,33.58,TN,0.03
Bonenburg,Psilonotenton Formation,Post-event Beds,3400,33.58,del13Ctoc,-25.4
Bonenburg,Psilonotenton Formation,Post-event Beds,3400,33.58,TOCcfb,0.42
Bonenburg,Psilonotenton Formation,Post-event Beds,3400,33.58,Na_Al,0.01755449089584188
Bonenburg,Psilonotenton Formation,Post-event Beds,3400,33.58,K_Al,0.18087504068643936
Bonenburg,Psilonotenton Formation,Post-event Beds,3450,33.9,CaCO3,80.66
Bonenburg,Psilonotenton Formation,Post-event Beds,3450,33.9,TN,0.01
Bonenburg,Psilonotenton Formation,Post-event Beds,3450,33.9,del13Ctoc,-26
Bonenburg,Psilonotenton Formation,Post-event Beds,3450,33.9,TOCcfb,0.44
Bonenburg,Psilonotenton Formation,Post-event Beds,3450,33.9,Na_Al,0.01512674215492758
Bonenburg,Psilonotenton Formation,Post-event Beds,3450,33.9,K_Al,0.17244130180427406
Bonenburg,Psilonotenton Formation,Post-event Beds,3500,34.17,CaCO3,68.55
Bonenburg,Psilonotenton Formation,Post-event Beds,3500,34.17,TN,0.02
Bonenburg,Psilonotenton Formation,Post-event Beds,3500,34.17,del13Ctoc,-25.8
Bonenburg,Psilonotenton Formation,Post-event Beds,3500,34.17,TOCcfb,0.49
Bonenburg,Psilonotenton Formation,Post-event Beds,3500,34.17,Na_Al,0.017425413756901865
Bonenburg,Psilonotenton Formation,Post-event Beds,3500,34.17,K_Al,0.17114083949805783
Bonenburg,Psilonotenton Formation,Post-event Beds,3530,34.34,CaCO3,66.6
Bonenburg,Psilonotenton Formation,Post-event Beds,3530,34.34,TN,0.02
Bonenburg,Psilonotenton Formation,Post-event Beds,3530,34.34,del13Ctoc,-25.4
Bonenburg,Psilonotenton Formation,Post-event Beds,3530,34.34,TOCcfb,0.34
Bonenburg,Psilonotenton Formation,Post-event Beds,3530,34.34,Na_Al,0.02004356050047618
Bonenburg,Psilonotenton Formation,Post-event Beds,3530,34.34,K_Al,0.1876528288099706
Bonenburg,Psilonotenton Formation,Post-event Beds,3550,34.44,CaCO3,7.72
Bonenburg,Psilonotenton Formation,Post-event Beds,3550,34.44,TN,0.05
Bonenburg,Psilonotenton Formation,Post-event Beds,3550,34.44,del13Ctoc,-27.5
Bonenburg,Psilonotenton Formation,Post-event Beds,3550,34.44,TOCcfb,1.11
Bonenburg,Psilonotenton Formation,Post-event Beds,3550,34.44,Na_Al,0.00927173814921226
Bonenburg,Psilonotenton Formation,Post-event Beds,3550,34.44,K_Al,0.15268953839187888
