Height,Lycopodium,Acanthotriletes varius,Anulispora foiliculosa,Aratrisporites parvispinosus,Aratrisporites minimus,Aratrisporites spp,Asseretospora gyrata,Baculatisporites sp.,cf Baculatisporites,Calamaspora tener,Camarozonosporites laevigatus,Camarozonosporites spp,Carnisporites anteriscus,Carnisporites leviornatus,Carnisporites spiniger,Carnisporites lecythus,cf Carnisporites,Cingulizonates rhaeticus,Conbaculatisporites sp,cf Conbaculatisporites,Concavisporites sp.,Convolutispora microgulata,Type A ''Convolutispora light'',Converrucosisporites luebbenensis,cf Converrucosisporites,Cornutisporites rugulatus,Cornutisporites seebergensis,Cosmosporites elegans,cf. Cyclotriletes,Densoisporites nejburgii,Densosporites fissus,Deltoidospora sp.,cf Deltoidospora/Concavisporites ?,Echinitosporites iliacoides,Foveosporites spp,cf Foveosporites spp,Heliosporites reissingeri,cf Heliosporites ?,Ischyosporites,cf Ischyosporites ?,Kyrtomisporitos laevigatus,Kyrtomisporitos speciosus,Limbosporites lundbladii,Lingulizonates rheaticus,Leptolepidites spp.,Lophotriletes gibbosus,Lycopodiaciditis rhaeticus,Lycopodiaciditis rugulatus,cf. Lycopodiaciditis ?,Nevisporites bigranulatus,Perinosporites thuringiacus,Polycingulatisporites bicoilateralis,Polycingulatisporites triangularis,Polypodisporites ipsviciensei,Porcellispora longdonensis,Platyptera trilingua,Retitriletes spp,Ricciisporites tuberculates,Rogalskaisporites cicatricascus,Semiretisporites gothae,Stereisporites cf. seebergensis,Stereisporites spp,Stereisporites seebergensis,Stereisporites infrapunctus,Stereisporites australis,Stereisporites punctatus,Thymospora canaliculata,Trachysporites fuscus,Triancoraesporites ancorea,Triancoraesporites reticulates,Todisporites spp,Uvaesporites spp,Zebrasporites laevigatus,Zebrasporites intersciptus,Zebrasporites spp.,Spores indet,Alisporites diaphanus,Alisporites radialis,Alisporites robustus,Araucariacites australis,cf. Cerebropollenites,cf. Cerebropollenites ??,Chasmatosporites spp,Classopollis meyeriana,Classopollis torosus,Classopollis murphy,Cycadopites sp,Ephedripites sp.,Eucomiidites troedsonii,Guthoerlisporites magnificus,Lagenella martini,Lunatisporites rhaeticus,Neochromotriletes triangularis,Ovalipollis pseudoalatus,Perinopollenites elatoides,Pinuspollenites minimus,Platysaccus sp.,Quadraeculina anellaeformis,cf. Quadraeculina anellaeformis,Rhaetipollis germanicus,Striatoabeiites aytugii,Triadispora spp,Tsugaepollenites pseudomassulae,Vallasporites (reworked),Vesicaspora fuscus,cf Vesicaspora,Vitreisporites palidus,Vitreisporites bjuvensis,Bisaccate indet,Pollen indet,Monosaccate indet,Micrhystridium spp.,Veryhachium,Beaumontella langgi,Cleistosphaeridium mojsisovicsii,Valveodinium koessenium,Dapcodinium priscum,cf. Beaumontella type A,Suessia swabiana,Rheatogonyaulax rheatica,cf Rheatogonyaulax,Hystrichasphaeridium langi,cf Wanneria listeri,Dino contamination,Type 1 ''Dino indet'',Dino indet,Foraminiferal test linings,Botryococcus sp.,cf. Leiosphaeridia,Tasmanites spp.,cf. Tasmanites?,Pterospermella,pterospermella A,Cymatiosphaera polypartita,Cymatiosphaera sp.,Tytthodiscus cf. faveolus,Prasinophyte indet,Spores deformed indet,Pollen deformed indet (other),Bisaccate def indet,Classopollis deformed indet (light),Classopollis deformed indet (light) tetraether,Classopollis deformed indet (dark),Fungal remains,Reference,Reference2
685,807,0,0,0,0,0,1,7,0,2,0,0,6,4,0,0,0,1,1,0,2,3,8,0,3,0,0,0,0,0,1,8,20,0,0,0,62,13,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,3,0,0,34,0,0,NA,0,1,0,0,0,0,101,0,0,7,0,0,1,0,4,0,0,0,1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15,0,109,1,12,0,0,0,0,0,0,73,58,3,861,9,30,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
655,353,1,0,0,0,0,3,1,0,2,0,0,6,0,0,0,0,0,8,0,0,3,10,1,0,0,0,0,0,0,0,16,16,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,59,0,0,NA,0,0,0,0,0,0,111,0,0,8,0,0,0,0,12,0,0,0,1,0,0,0,15,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,1,0,8,4,191,1,0,0,0,0,0,0,0,57,25,0,430,0,13,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
625,364,0,0,0,0,0,0,3,4,2,0,0,0,3,0,0,0,0,3,2,4,0,6,4,4,0,0,0,0,1,0,7,18,0,0,0,28,3,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,0,3,63,0,1,NA,2,0,2,0,0,0,89,0,0,10,1,0,1,1,8,0,0,2,3,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,0,0,2,0,0,14,0,0,0,0,1,1,0,0,0,0,0,0,5,0,14,3,31,2,4,0,0,0,0,1,0,120,66,0,580,0,8,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
595,398,3,0,0,0,0,1,10,0,6,0,0,2,2,0,1,0,0,9,0,5,1,7,7,4,0,0,0,0,0,0,20,27,0,0,0,25,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,6,0,1,29,0,0,NA,0,0,0,0,1,0,92,0,0,8,0,0,0,2,13,1,1,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,1,0,0,2,0,1,1,1,0,4,0,0,0,0,0,1,2,1,1,0,48,3,14,0,0,0,0,0,0,104,33,0,299,0,6,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
580,359,1,0,0,0,0,0,6,0,3,0,0,2,0,0,0,0,0,3,0,1,1,16,2,0,0,0,0,0,0,0,26,10,0,0,0,46,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,19,0,0,NA,0,0,0,0,0,0,114,0,1,10,0,0,0,1,18,0,0,1,0,0,0,1,14,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,0,0,0,0,2,0,0,3,0,0,8,0,0,8,1,0,0,0,0,0,3,0,10,0,137,9,0,0,0,1,0,0,0,25,8,0,156,0,17,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
565,420,1,0,0,0,0,0,7,0,2,0,0,0,1,0,2,2,0,8,0,5,0,7,4,1,0,0,0,0,0,0,20,43,0,0,0,16,6,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,7,0,0,NA,0,0,0,0,0,0,121,0,0,2,1,0,1,0,16,1,1,0,0,1,1,0,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,5,0,0,1,0,0,3,0,0,0,0,0,2,0,0,14,0,161,0,9,0,0,0,0,0,0,35,14,0,400,0,9,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
535,715,0,0,0,0,0,0,1,0,5,0,0,1,1,1,0,0,0,2,2,4,0,4,2,2,0,0,0,0,0,0,11,28,0,0,0,85,18,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,3,0,2,1,0,0,NA,0,0,0,0,0,0,92,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,3,0,2,1,0,0,3,0,0,0,0,0,0,1,0,13,1,40,3,16,0,0,1,0,0,0,69,52,0,290,0,8,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
505,728,0,0,0,0,0,0,3,1,4,0,0,0,5,1,0,0,0,6,6,11,1,2,0,0,0,0,0,0,0,0,13,52,0,1,0,86,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,9,0,0,NA,0,0,0,0,0,0,57,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,1,0,0,0,1,0,7,0,0,0,0,1,1,0,0,1,0,1,0,0,0,18,5,116,0,12,3,0,0,0,0,0,45,39,1,363,0,15,1,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
475,327,1,0,0,0,0,0,0,0,4,0,0,1,2,0,1,0,0,0,0,3,2,8,0,0,0,0,0,0,0,0,3,29,0,0,0,78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,NA,0,0,0,0,0,0,95,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,29,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,4,0,2,0,0,3,0,0,26,0,0,0,0,0,0,0,0,3,0,205,0,12,2,0,0,0,0,0,15,12,1,292,1,3,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
445,306,2,0,0,0,0,0,1,4,2,0,0,3,4,1,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,8,24,0,0,0,54,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,13,0,0,NA,1,0,0,0,0,0,50,0,0,7,0,0,0,0,7,0,1,0,0,0,0,0,102,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,18,0,0,0,0,0,10,0,0,0,0,0,0,2,0,6,0,55,1,10,1,0,0,0,0,0,65,56,0,333,2,7,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
415,241,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,5,0,9,0,0,3,0,0,0,0,0,0,0,4,27,0,1,0,54,9,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,42,0,0,NA,0,0,0,0,0,0,100,0,0,3,0,0,0,0,8,0,1,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,4,0,164,0,8,0,0,0,0,0,0,18,10,0,124,1,6,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
380,121,2,0,2,0,1,1,6,4,4,0,0,0,0,0,0,0,0,3,4,17,1,0,2,1,0,0,0,0,0,0,17,46,0,0,0,18,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,47,0,0,NA,0,1,1,0,0,0,76,0,0,4,0,0,2,1,7,0,0,0,1,0,0,0,22,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,6,0,0,2,1,3,3,0,0,0,0,0,0,1,0,1,1,28,2,1,0,0,0,0,0,0,64,24,0,277,1,1,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
345,259,4,0,0,0,0,1,11,0,0,0,0,0,2,0,0,0,0,6,0,11,0,10,5,0,0,0,0,0,0,0,56,0,0,0,0,22,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,NA,0,0,1,0,0,1,91,0,0,13,0,0,0,0,33,0,0,0,0,0,1,0,28,4,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,1,7,101,9,0,0,0,1,0,0,0,78,19,2,451,1,47,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
305,143,7,0,1,0,0,2,5,1,6,0,0,1,2,0,0,0,0,12,3,4,3,13,2,6,0,0,1,0,0,0,23,35,0,0,0,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,1,0,0,3,0,0,0,98,0,0,8,0,0,1,1,2,1,0,0,0,0,0,0,34,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,2,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,1,66,7,5,0,0,0,0,0,0,55,26,0,274,0,4,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
265,379,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,16,0,6,6,6,0,0,0,0,0,0,0,0,20,31,0,0,0,58,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,16,0,0,NA,0,0,0,0,0,0,95,0,0,6,0,0,0,0,19,0,0,1,1,0,0,0,18,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,1,1,390,0,0,0,0,0,0,0,0,12,0,0,181,0,3,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
245,164,0,0,0,0,0,4,8,2,3,0,0,2,1,0,1,0,0,17,0,20,5,1,4,0,0,0,0,0,0,0,20,61,0,0,0,45,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,2,0,0,48,0,0,NA,0,0,0,0,0,0,29,0,0,15,0,0,0,0,4,0,0,1,1,0,0,0,33,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,5,7,0,0,0,0,0,0,38,24,0,348,2,2,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
236,571,8,0,0,0,0,1,25,7,1,0,0,4,3,2,2,1,0,18,0,7,11,10,8,0,0,0,0,0,0,0,21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,8,0,0,NA,0,0,0,0,0,0,3,0,0,12,0,0,0,0,8,0,0,0,1,0,0,0,101,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,14,139,0,3,0,0,0,0,0,0,5,24,2,221,4,15,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
230,1554,3,0,0,0,0,0,11,0,2,0,0,3,0,1,2,0,0,13,0,8,59,6,1,0,0,0,0,0,0,1,40,41,0,0,0,39,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,9,0,0,NA,0,0,0,0,1,0,16,0,0,8,0,1,0,0,12,2,1,0,1,0,0,2,18,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,5,3,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3,79,4,0,1,0,0,0,0,0,13,21,0,184,0,6,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
205,495,0,1,0,0,1,1,0,0,3,0,0,3,0,0,1,0,0,2,0,11,106,18,0,0,0,0,0,0,1,4,25,32,0,2,0,1,0,0,0,0,0,5,0,0,1,0,1,1,0,0,0,0,4,0,0,2,8,4,0,NA,1,0,3,0,1,2,0,0,1,4,1,0,0,4,5,1,0,2,0,0,0,1,29,2,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,NA,0,0,4,6,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
150,905,0,0,0,0,0,1,0,1,1,0,0,10,0,1,2,0,0,2,0,8,89,14,0,0,0,0,0,0,1,6,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,4,0,0,3,12,2,0,NA,0,0,1,0,0,1,0,0,2,1,0,0,0,1,5,0,0,0,0,0,0,0,19,4,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,NA,3,0,13,67,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,10,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
130,548,1,0,0,1,0,0,3,2,1,0,0,6,0,2,5,0,2,0,0,13,91,0,0,0,0,1,0,0,0,1,28,22,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,1,0,0,4,1,0,2,6,0,0,NA,0,0,1,0,0,0,5,0,0,5,0,1,0,0,2,0,0,0,0,0,0,2,3,0,0,1,0,0,0,1,1,0,5,3,3,1,0,0,0,0,0,0,NA,0,0,7,54,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,3,2,0,0,0,0,0,0,0,1,0,1,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
110,948,0,0,0,0,1,1,0,0,0,0,1,2,0,3,1,0,0,1,0,15,110,17,0,0,0,0,0,0,0,2,20,23,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,1,3,1,2,10,0,0,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,2,9,2,0,1,0,0,0,0,3,0,2,5,10,1,2,0,2,0,0,0,NA,0,0,11,39,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,14,3,0,2,0,1,0,0,0,0,0,0,3,0,0,0,"Bonis N, Ruhl M, Kürschner W (2010) Climate change driven black shale deposition during the end-Triassic in the western Tethys. Palaeogeography, Palaeoclimatology, Palaeoecology 290:151–159",Schobben MAN (2011) Marine and terrestrial proxy records of environmental changes across the Triassic / Jurassic transition : A combined geochemical and palynological approach. MSc-thesis (https://dspace.library.uu.nl/bitstream/handle/1874/207821/Marine%20and%20terrestrial%20proxy%20records%20of%20environmental%20changes%20across%20the%20TriassicJurassic%20transition.pdf?sequence=1&isAllowed=y)
